country,year,age_group,pop_male,pop_female,pop_total
Sri Lanka,2020,35-44,1557.841,1661.622,3219.465
Sri Lanka,2020,45-54,1298.469,1397.624,2696.096
Sri Lanka,2020,55-64,1091.824,1256.11,2347.931
Sri Lanka,2020,65-74,710.295,915.616,1625.909
Sri Lanka,2020,75-84,252.584,390.009,642.59
Sri Lanka,2020,85+,48.97,100.192,149.163
Sri Lanka,2021,18-24,1193.064,1163.808,2356.87
Sri Lanka,2021,25-34,1572.781,1633.726,3206.504
Sri Lanka,2021,35-44,1560.919,1669.747,3230.667
Sri Lanka,2021,45-54,1308.373,1408.668,2717.042
Sri Lanka,2021,55-64,1104.225,1270.808,2375.033
Sri Lanka,2021,65-74,730.17,943.464,1673.633
Sri Lanka,2021,75-84,266.564,414.181,680.745
Sri Lanka,2021,85+,50.055,102.974,153.027
Sri Lanka,2022,18-24,1201.982,1171.82,2373.801
Sri Lanka,2022,25-34,1585.731,1631.98,3217.709
Sri Lanka,2022,35-44,1556.303,1669.697,3225.996
Sri Lanka,2022,45-54,1323.26,1425.4,2748.66
Sri Lanka,2022,55-64,1115.98,1283.93,2399.907
Sri Lanka,2022,65-74,748.621,969.677,1718.295
Sri Lanka,2022,75-84,282.373,441.48,723.855
Sri Lanka,2022,85+,51.226,105.8,157.025
Sri Lanka,2023,18-24,1213.697,1183.545,2397.242
Sri Lanka,2023,25-34,1598.474,1629.488,3227.964
Sri Lanka,2023,35-44,1545.023,1662.048,3207.066
Sri Lanka,2023,45-54,1343.848,1448.216,2792.065
Sri Lanka,2023,55-64,1127.866,1295.878,2423.745
Sri Lanka,2023,65-74,766.925,995.032,1761.958
Sri Lanka,2023,75-84,299.946,471.426,771.371
Sri Lanka,2023,85+,53.122,110.123,163.24
Sri Lanka,2024,18-24,1226.237,1196.853,2423.087
Sri Lanka,2024,25-34,1611.008,1627.107,3238.114
Sri Lanka,2024,35-44,1529.823,1649.335,3179.158
Sri Lanka,2024,45-54,1368.141,1475.426,2843.567
Sri Lanka,2024,55-64,1139.014,1306.107,2445.121
Sri Lanka,2024,65-74,785.272,1019.09,1804.363
Sri Lanka,2024,75-84,318.842,503.115,821.957
Sri Lanka,2024,85+,55.36,114.767,170.125
Sri Lanka,2025,18-24,1238.06,1209.851,2447.912
Sri Lanka,2025,25-34,1622.748,1625.063,3247.812
Sri Lanka,2025,35-44,1514.113,1634.457,3148.569
Sri Lanka,2025,45-54,1394.284,1505.127,2899.413
Sri Lanka,2025,55-64,1149.132,1314.605,2463.736
Sri Lanka,2025,65-74,803.668,1041.69,1845.359
Sri Lanka,2025,75-84,338.575,535.738,874.314
Sri Lanka,2025,85+,58.042,120.102,178.138
Sri Lanka,2026,18-24,1247.837,1220.66,2468.498
Sri Lanka,2026,25-34,1633.319,1623.58,3256.901
Sri Lanka,2026,35-44,1501.322,1620.183,3121.508
Sri Lanka,2026,45-54,1420.404,1535.342,2955.743
Sri Lanka,2026,55-64,1157.846,1321.442,2479.29
Sri Lanka,2026,65-74,821.192,1062.999,1884.191
Sri Lanka,2026,75-84,358.144,567.727,925.869
Sri Lanka,2026,85+,61.113,126.434,187.542
Sudan,2020,18-24,3273.007,3236.322,6509.33
Sudan,2020,25-34,3312.591,3459.494,6772.087
Sudan,2020,35-44,2035.013,2365.478,4400.487
Sudan,2020,45-54,1418.472,1654.474,3072.944
Sudan,2020,55-64,1011.365,1058.933,2070.297
Sudan,2020,65-74,553.481,464.213,1017.692
Sudan,2020,75-84,169.601,148.224,317.825
Sudan,2020,85+,25.433,38.007,63.435
Sudan,2021,18-24,3356.175,3317.798,6673.974
Sudan,2021,25-34,3458.725,3583.97,7042.693
Sudan,2021,35-44,2123.977,2447.944,4571.921
Sudan,2021,45-54,1441.775,1701.633,3143.41
Sudan,2021,55-64,1029.38,1102.29,2131.671
Sudan,2021,65-74,576.692,501.017,1077.708
Sudan,2021,75-84,176.761,151.932,328.694
Sudan,2021,85+,24.803,36.591,61.389
Sudan,2022,18-24,3440.098,3401.363,6841.463
Sudan,2022,25-34,3606.908,3712.518,7319.425
Sudan,2022,35-44,2219.845,2533.852,4753.697
Sudan,2022,45-54,1468.405,1751.031,3219.437
Sudan,2022,55-64,1048.581,1145.455,2194.036
Sudan,2022,65-74,600.402,539.932,1140.332
Sudan,2022,75-84,185.19,157.211,342.401
Sudan,2022,85+,24.899,35.604,60.502
Sudan,2023,18-24,3474.154,3436.75,6910.905
Sudan,2023,25-34,3701.935,3789.581,7491.514
Sudan,2023,35-44,2287.615,2586.409,4874.022
Sudan,2023,45-54,1479.906,1779.229,3259.133
Sudan,2023,55-64,1055.568,1174.098,2229.666
Sudan,2023,65-74,617.165,574.101,1191.267
Sudan,2023,75-84,192.763,162.735,355.497
Sudan,2023,85+,25.337,35.108,60.442
Sudan,2024,18-24,3468.557,3433.151,6901.71
Sudan,2024,25-34,3762.852,3835.401,7598.254
Sudan,2024,35-44,2343.899,2627.527,4971.427
Sudan,2024,45-54,1491.816,1804.765,3296.581
Sudan,2024,55-64,1059.277,1198.577,2257.85
Sudan,2024,65-74,629.325,605.459,1234.784
Sudan,2024,75-84,200.474,169.328,369.804
Sudan,2024,85+,26.12,34.976,61.094
Sudan,2025,18-24,3509.38,3474.186,6983.568
Sudan,2025,25-34,3900.061,3958.76,7858.821
Sudan,2025,35-44,2445.62,2717.211,5162.829
Sudan,2025,45-54,1536.857,1864.06,3400.919
Sudan,2025,55-64,1081.851,1242.655,2324.503
Sudan,2025,65-74,650.004,646.025,1296.028
Sudan,2025,75-84,211.295,179.998,391.294
Sudan,2025,85+,27.259,35.229,62.486
Sudan,2026,18-24,3586.001,3549.815,7135.816
Sudan,2026,25-34,4091.677,4137.148,8228.827
Sudan,2026,35-44,2579.004,2837.802,5416.807
Sudan,2026,45-54,1599.479,1937.94,3537.417
Sudan,2026,55-64,1116.499,1298.192,2414.69
Sudan,2026,65-74,674.93,691.72,1366.65
Sudan,2026,75-84,223.863,194.026,417.891
Sudan,2026,85+,28.511,35.498,64.007
Switzerland,2020,18-24,336.497,315.116,651.612
Switzerland,2020,25-34,597.618,581.53,1179.151
Switzerland,2020,35-44,611.966,601.837,1213.805
Switzerland,2020,45-54,636.078,628.625,1264.703
Switzerland,2020,55-64,583.604,578.53,1162.133
Switzerland,2020,65-74,399.009,434.896,833.906
Switzerland,2020,75-84,246.128,308.295,554.419
Switzerland,2020,85+,80.506,151.411,231.915
Switzerland,2021,18-24,333.532,311.848,645.378
Switzerland,2021,25-34,599.655,581.808,1181.462
Switzerland,2021,35-44,620.704,609.816,1230.52
Switzerland,2021,45-54,626.946,621.3,1248.247
Switzerland,2021,55-64,597.189,592.084,1189.275
Switzerland,2021,65-74,402.389,438.133,840.524
Switzerland,2021,75-84,255.115,316.494,571.608
Switzerland,2021,85+,82.752,153.188,235.934
Switzerland,2022,18-24,329.217,307.903,637.12
Switzerland,2022,25-34,598.178,578.509,1176.685
Switzerland,2022,35-44,629.921,618.197,1248.12
Switzerland,2022,45-54,622.083,617.433,1239.516
Switzerland,2022,55-64,612.92,608.272,1221.19
Switzerland,2022,65-74,409.875,444.726,854.604
Switzerland,2022,75-84,265.819,327.309,593.127
Switzerland,2022,85+,85.698,156.313,242.008
Switzerland,2023,18-24,323.96,303.406,627.365
Switzerland,2023,25-34,589.811,568.499,1158.306
Switzerland,2023,35-44,638.372,626.114,1264.489
Switzerland,2023,45-54,619.985,615.379,1235.366
Switzerland,2023,55-64,629.76,625.465,1255.223
Switzerland,2023,65-74,421.092,454.269,875.362
Switzerland,2023,75-84,276.637,338.927,615.564
Switzerland,2023,85+,88.91,159.804,248.714
Switzerland,2024,18-24,322.845,303.109,625.952
Switzerland,2024,25-34,578.068,554.896,1132.964
Switzerland,2024,35-44,643.385,630.713,1274.099
Switzerland,2024,45-54,616.196,611.369,1227.565
Switzerland,2024,55-64,641.049,637.231,1278.278
Switzerland,2024,65-74,432.952,464.083,897.038
Switzerland,2024,75-84,285.56,348.212,633.772
Switzerland,2024,85+,92.266,163.026,255.289
Switzerland,2025,18-24,325.97,307.504,633.474
Switzerland,2025,25-34,565.974,541.029,1106.999
Switzerland,2025,35-44,645.389,632.295,1277.682
Switzerland,2025,45-54,613.843,608.683,1222.524
Switzerland,2025,55-64,647.689,644.156,1291.844
Switzerland,2025,65-74,446.094,475.504,921.597
Switzerland,2025,75-84,293.342,355.922,649.266
Switzerland,2025,85+,95.364,166.009,261.371
Switzerland,2026,18-24,330.791,313.283,644.074
Switzerland,2026,25-34,552.869,526.697,1079.562
Switzerland,2026,35-44,645.72,632.101,1277.822
Switzerland,2026,45-54,613.662,607.879,1221.542
Switzerland,2026,55-64,651.199,648.11,1299.312
Switzerland,2026,65-74,461.293,489.061,950.355
Switzerland,2026,75-84,299.629,362.096,661.724
Switzerland,2026,85+,99.185,169.808,268.989
Syria,2020,18-24,1585.276,1521.395,3106.669
Syria,2020,25-34,1355.566,1307.397,2662.963
Syria,2020,35-44,1163.125,1221.999,2385.122
Syria,2020,45-54,895.854,978.558,1874.413
Syria,2020,55-64,573.734,654.004,1227.735
Syria,2020,65-74,302.285,358.768,661.057
Syria,2020,75-84,106.221,141.769,247.987
Syria,2020,85+,16.954,31.247,48.2
Syria,2021,18-24,1690.782,1629.775,3320.558
Syria,2021,25-34,1449.144,1391.955,2841.097
Syria,2021,35-44,1199.059,1252.004,2451.063
Syria,2021,45-54,929.451,1011.876,1941.328
Syria,2021,55-64,599.468,683.12,1282.586
Syria,2021,65-74,315.084,378.437,693.518
Syria,2021,75-84,110.837,146.515,257.349
Syria,2021,85+,16.617,31.438,48.056
Syria,2022,18-24,1808.893,1752.012,3560.905
Syria,2022,25-34,1596.064,1532.363,3128.43
Syria,2022,35-44,1252.887,1297.361,2550.247
Syria,2022,45-54,972.202,1052.803,2025.003
Syria,2022,55-64,630.329,716.231,1346.559
Syria,2022,65-74,329.745,399.174,728.917
Syria,2022,75-84,117.4,153.103,270.501
Syria,2022,85+,16.709,32.087,48.792
Syria,2023,18-24,1940.936,1890.245,3831.178
Syria,2023,25-34,1804.991,1738.511,3543.502
Syria,2023,35-44,1328.335,1361.622,2689.956
Syria,2023,45-54,1025.99,1103.077,2129.065
Syria,2023,55-64,666.604,753.787,1420.39
Syria,2023,65-74,345.939,421.074,767.011
Syria,2023,75-84,126.321,162.084,288.404
Syria,2023,85+,17.14,33.289,50.427
Syria,2024,18-24,2032.133,1981.282,4013.412
Syria,2024,25-34,2019.619,1949.569,3969.189
Syria,2024,35-44,1396.288,1417.137,2813.421
Syria,2024,45-54,1077.717,1151.964,2229.68
Syria,2024,55-64,704.036,793.011,1497.047
Syria,2024,65-74,366.301,446.499,812.799
Syria,2024,75-84,133.649,171.339,304.987
Syria,2024,85+,17.703,34.425,52.125
Syria,2025,18-24,2084.063,2026.711,4110.772
Syria,2025,25-34,2223.724,2148.996,4372.718
Syria,2025,35-44,1452.429,1460.416,2912.846
Syria,2025,45-54,1124.126,1196.452,2320.575
Syria,2025,55-64,741.224,832.571,1573.795
Syria,2025,65-74,390.494,475.14,865.633
Syria,2025,75-84,139.267,181.157,320.421
Syria,2025,85+,18.384,35.386,53.762
Syria,2026,18-24,2123.308,2058.746,4182.054
Syria,2026,25-34,2416.289,2339.403,4755.692
Syria,2026,35-44,1504.887,1499.998,3004.882
Syria,2026,45-54,1166.493,1236.728,2403.22
Syria,2026,55-64,776.533,870.265,1646.797
Syria,2026,65-74,413.359,502.812,916.17
Syria,2026,75-84,146.022,192.636,338.657
Syria,2026,85+,19.183,36.561,55.74
Taiwan,2020,18-24,1003.276,933.596,1936.872
Taiwan,2020,25-34,1646.978,1543.199,3190.179
Taiwan,2020,35-44,1950.888,1984.984,3935.869
Taiwan,2020,45-54,1790.644,1829.633,3620.271
Taiwan,2020,55-64,1738.205,1825.655,3563.859
Taiwan,2020,65-74,1094.472,1210.189,2304.659
Taiwan,2020,75-84,456.225,588.757,1044.981
Taiwan,2020,85+,166.167,242.453,408.623
Taiwan,2021,18-24,965.131,894.891,1860.022
Taiwan,2021,25-34,1635.653,1523.838,3159.485
Taiwan,2021,35-44,1914.503,1940.527,3855.028
Taiwan,2021,45-54,1781.821,1824.353,3606.174
Taiwan,2021,55-64,1740.525,1828.985,3569.509
Taiwan,2021,65-74,1168.972,1293.847,2462.818
Taiwan,2021,75-84,457.979,590.857,1048.832
Taiwan,2021,85+,172.632,258.395,431.027
Taiwan,2022,18-24,920.59,850.364,1770.954
Taiwan,2022,25-34,1626.813,1509.896,3136.711
Taiwan,2022,35-44,1867.117,1881.809,3748.923
Taiwan,2022,45-54,1783.321,1830.804,3614.124
Taiwan,2022,55-64,1740.528,1828.415,3568.942
Taiwan,2022,65-74,1231.559,1366.461,2598.022
Taiwan,2022,75-84,467.526,601.137,1068.661
Taiwan,2022,85+,173.391,267.023,440.413
Taiwan,2023,18-24,877.437,808.121,1685.558
Taiwan,2023,25-34,1603.362,1487.149,3090.513
Taiwan,2023,35-44,1836.794,1838.623,3675.419
Taiwan,2023,45-54,1786.164,1841.328,3627.489
Taiwan,2023,55-64,1742.899,1830.602,3573.501
Taiwan,2023,65-74,1287.547,1433.219,2720.768
Taiwan,2023,75-84,488.04,623.548,1111.587
Taiwan,2023,85+,170.368,270.781,441.151
Taiwan,2024,18-24,861.304,789.97,1651.275
Taiwan,2024,25-34,1552.191,1442.485,2994.678
Taiwan,2024,35-44,1797.6,1784.32,3581.922
Taiwan,2024,45-54,1792.767,1854.253,3647.023
Taiwan,2024,55-64,1743.166,1830.444,3573.61
Taiwan,2024,65-74,1337.728,1492.976,2830.703
Taiwan,2024,75-84,516.197,654.661,1170.858
Taiwan,2024,85+,171.32,280.443,451.761
Taiwan,2025,18-24,849.768,777.636,1627.404
Taiwan,2025,25-34,1505.926,1403.072,2908.998
Taiwan,2025,35-44,1751.748,1719.893,3471.642
Taiwan,2025,45-54,1800.764,1868.817,3669.582
Taiwan,2025,55-64,1740.172,1827.289,3567.458
Taiwan,2025,65-74,1380.309,1543.916,2924.224
Taiwan,2025,75-84,549.81,691.357,1241.165
Taiwan,2025,85+,175.728,294.887,470.614
Taiwan,2026,18-24,821.299,752.272,1573.569
Taiwan,2026,25-34,1474.983,1374.632,2849.614
Taiwan,2026,35-44,1707.94,1658.712,3366.651
Taiwan,2026,45-54,1813.88,1886.19,3700.072
Taiwan,2026,55-64,1730.989,1820.124,3551.113
Taiwan,2026,65-74,1412.935,1581.195,2994.129
Taiwan,2026,75-84,592.947,740.812,1333.758
Taiwan,2026,85+,181.112,308.786,489.897
Tanzania,2020,18-24,4105.616,4074.493,8180.111
Tanzania,2020,25-34,4274.362,4323.895,8598.262
Tanzania,2020,35-44,2900.717,3072.56,5973.277
Tanzania,2020,45-54,1834.492,1883.529,3718.018
Tanzania,2020,55-64,900.217,1167.499,2067.717
Tanzania,2020,65-74,544.15,730.444,1274.594
Tanzania,2020,75-84,199.859,267.843,467.702
Tanzania,2020,85+,28.864,69.609,98.471
Tanzania,2021,18-24,4230.179,4203.419,8433.599
Tanzania,2021,25-34,4431.491,4469.039,8900.532
Tanzania,2021,35-44,2994.246,3175.483,6169.729
Tanzania,2021,45-54,1925.373,1983.374,3908.751
Tanzania,2021,55-64,936.061,1185.925,2121.985
Tanzania,2021,65-74,548.281,759.402,1307.683
Tanzania,2021,75-84,209.179,284.911,494.092
Tanzania,2021,85+,29.474,71.129,100.597
Tanzania,2022,18-24,4362.415,4340.684,8703.098
Tanzania,2022,25-34,4589.431,4617.901,9207.331
Tanzania,2022,35-44,3091.664,3277.299,6368.961
Tanzania,2022,45-54,2011.922,2084.994,4096.916
Tanzania,2022,55-64,980.378,1208.945,2189.321
Tanzania,2022,65-74,552.355,785.541,1337.896
Tanzania,2022,75-84,218.715,303.466,522.18
Tanzania,2022,85+,30.572,73.393,103.963
Tanzania,2023,18-24,4500.804,4484.306,8985.109
Tanzania,2023,25-34,4744.934,4767.973,9512.908
Tanzania,2023,35-44,3194.784,3380.357,6575.142
Tanzania,2023,45-54,2095.403,2188.566,4283.972
Tanzania,2023,55-64,1032.73,1238.667,2271.397
Tanzania,2023,65-74,557.324,810.113,1367.438
Tanzania,2023,75-84,227.901,323.045,550.947
Tanzania,2023,85+,32.076,76.85,108.921
Tanzania,2024,18-24,4641.816,4627.325,9269.141
Tanzania,2024,25-34,4906.484,4924.563,9831.048
Tanzania,2024,35-44,3305.919,3486.577,6792.494
Tanzania,2024,45-54,2176.389,2292.769,4469.158
Tanzania,2024,55-64,1092.644,1276.333,2368.976
Tanzania,2024,65-74,562.922,833.115,1396.04
Tanzania,2024,75-84,235.693,341.855,577.547
Tanzania,2024,85+,33.626,80.446,114.075
Tanzania,2025,18-24,4781.313,4765.174,9546.483
Tanzania,2025,25-34,5075.72,5089.472,10165.194
Tanzania,2025,35-44,3423.412,3595.589,7018.999
Tanzania,2025,45-54,2256.455,2396.653,4653.106
Tanzania,2025,55-64,1160.067,1323.315,2483.385
Tanzania,2025,65-74,569.842,853.832,1423.673
Tanzania,2025,75-84,242.273,360.474,602.745
Tanzania,2025,85+,35.234,84.188,119.422
Tanzania,2026,18-24,4916.016,4896.419,9812.434
Tanzania,2026,25-34,5248.729,5260.579,10509.309
Tanzania,2026,35-44,3545.514,3707.334,7252.846
Tanzania,2026,45-54,2335.125,2499.281,4834.405
Tanzania,2026,55-64,1233.789,1379.879,2613.666
Tanzania,2026,65-74,578.283,871.121,1449.404
Tanzania,2026,75-84,248.256,380.11,628.365
Tanzania,2026,85+,36.95,88.249,125.196
Trinidad and Tobago,2020,18-24,67.945,65.204,133.149
Trinidad and Tobago,2020,25-34,120.471,117.799,238.269
Trinidad and Tobago,2020,35-44,125.345,123.998,249.343
Trinidad and Tobago,2020,45-54,94.057,96.044,190.099
Trinidad and Tobago,2020,55-64,87.988,94.561,182.548
Trinidad and Tobago,2020,65-74,50.699,61.407,112.106
Trinidad and Tobago,2020,75-84,14.196,21.767,35.96
Trinidad and Tobago,2020,85+,1.957,4.665,6.619
Trinidad and Tobago,2021,18-24,67.55,64.75,132.299
Trinidad and Tobago,2021,25-34,117.084,114.088,231.171
Trinidad and Tobago,2021,35-44,128.428,127.087,255.513
Trinidad and Tobago,2021,45-54,95.046,96.373,191.419
Trinidad and Tobago,2021,55-64,88.297,95.073,183.37
Trinidad and Tobago,2021,65-74,52.981,64.38,117.36
Trinidad and Tobago,2021,75-84,15.212,23.094,38.305
Trinidad and Tobago,2021,85+,2.001,4.734,6.73
Trinidad and Tobago,2022,18-24,67.673,64.681,132.353
Trinidad and Tobago,2022,25-34,114.229,110.706,224.936
Trinidad and Tobago,2022,35-44,131.054,129.59,260.642
Trinidad and Tobago,2022,45-54,96.784,97.439,194.223
Trinidad and Tobago,2022,55-64,88.526,95.311,183.835
Trinidad and Tobago,2022,65-74,54.959,67.015,121.974
Trinidad and Tobago,2022,75-84,16.401,24.644,41.046
Trinidad and Tobago,2022,85+,2.077,4.823,6.892
Trinidad and Tobago,2023,18-24,67.666,64.642,132.306
Trinidad and Tobago,2023,25-34,111.304,107.46,218.765
Trinidad and Tobago,2023,35-44,132.627,131.083,263.71
Trinidad and Tobago,2023,45-54,99.033,99.301,198.336
Trinidad and Tobago,2023,55-64,88.721,95.179,183.901
Trinidad and Tobago,2023,65-74,57.034,69.633,126.669
Trinidad and Tobago,2023,75-84,17.808,26.483,44.292
Trinidad and Tobago,2023,85+,2.193,5.013,7.202
Trinidad and Tobago,2024,18-24,67.464,64.559,132.021
Trinidad and Tobago,2024,25-34,108.482,104.54,213.023
Trinidad and Tobago,2024,35-44,133.12,131.585,264.705
Trinidad and Tobago,2024,45-54,101.71,101.807,203.516
Trinidad and Tobago,2024,55-64,88.468,94.523,182.99
Trinidad and Tobago,2024,65-74,59.11,72.191,131.301
Trinidad and Tobago,2024,75-84,19.288,28.512,47.798
Trinidad and Tobago,2024,85+,2.319,5.229,7.542
Trinidad and Tobago,2025,18-24,67.169,64.431,131.599
Trinidad and Tobago,2025,25-34,106.016,102.075,208.092
Trinidad and Tobago,2025,35-44,132.538,131.039,263.578
Trinidad and Tobago,2025,45-54,104.825,104.824,209.65
Trinidad and Tobago,2025,55-64,87.861,93.524,181.381
Trinidad and Tobago,2025,65-74,61.158,74.717,135.875
Trinidad and Tobago,2025,75-84,20.825,30.7,51.526
Trinidad and Tobago,2025,85+,2.457,5.477,7.928
Trinidad and Tobago,2026,18-24,66.919,64.314,131.233
Trinidad and Tobago,2026,25-34,103.849,99.928,203.78
Trinidad and Tobago,2026,35-44,130.999,129.512,260.512
Trinidad and Tobago,2026,45-54,108.176,108.091,216.265
Trinidad and Tobago,2026,55-64,87.084,92.451,179.536
Trinidad and Tobago,2026,65-74,63.295,77.209,140.506
Trinidad and Tobago,2026,75-84,22.417,32.964,55.379
Trinidad and Tobago,2026,85+,2.615,5.767,8.376
Tunisia,2020,18-24,588.979,568.202,1157.182
Tunisia,2020,25-34,933.865,964.938,1898.8
Tunisia,2020,35-44,864.188,928.635,1792.823
Tunisia,2020,45-54,708.473,738.193,1446.669
Tunisia,2020,55-64,585.603,602.995,1188.6
Tunisia,2020,65-74,315.238,350.189,665.427
Tunisia,2020,75-84,111.248,152.445,263.69
Tunisia,2020,85+,23.0,39.557,62.55
Tunisia,2021,18-24,581.192,558.054,1139.245
Tunisia,2021,25-34,922.522,947.738,1870.262
Tunisia,2021,35-44,874.942,943.713,1818.654
Tunisia,2021,45-54,717.982,750.086,1468.068
Tunisia,2021,55-64,593.947,617.38,1211.326
Tunisia,2021,65-74,333.581,370.888,704.47
Tunisia,2021,75-84,110.492,153.651,264.142
Tunisia,2021,85+,22.363,40.135,62.497
Tunisia,2022,18-24,578.298,552.81,1131.107
Tunisia,2022,25-34,908.939,928.316,1837.256
Tunisia,2022,35-44,887.171,958.182,1845.353
Tunisia,2022,45-54,730.041,764.96,1495.002
Tunisia,2022,55-64,598.852,629.579,1228.432
Tunisia,2022,65-74,351.383,390.051,741.436
Tunisia,2022,75-84,111.016,156.329,267.346
Tunisia,2022,85+,21.889,40.557,62.448
Tunisia,2023,18-24,579.011,551.369,1130.379
Tunisia,2023,25-34,895.751,909.593,1805.344
Tunisia,2023,35-44,896.357,968.371,1864.726
Tunisia,2023,45-54,742.091,780.794,1522.889
Tunisia,2023,55-64,606.524,643.405,1249.928
Tunisia,2023,65-74,369.047,408.5,777.545
Tunisia,2023,75-84,114.339,161.435,275.775
Tunisia,2023,85+,22.766,42.243,65.006
Tunisia,2024,18-24,582.461,552.544,1135.005
Tunisia,2024,25-34,885.076,892.351,1777.43
Tunisia,2024,35-44,898.422,971.221,1869.642
Tunisia,2024,45-54,754.436,797.646,1552.082
Tunisia,2024,55-64,616.431,657.132,1273.563
Tunisia,2024,65-74,386.904,427.927,814.83
Tunisia,2024,75-84,119.31,168.196,287.505
Tunisia,2024,85+,23.663,43.966,67.625
Tunisia,2025,18-24,588.544,556.461,1145.004
Tunisia,2025,25-34,873.219,873.983,1747.203
Tunisia,2025,35-44,897.122,968.772,1865.894
Tunisia,2025,45-54,769.814,818.613,1588.427
Tunisia,2025,55-64,625.732,668.546,1294.279
Tunisia,2025,65-74,405.038,448.011,853.048
Tunisia,2025,75-84,126.733,177.355,304.091
Tunisia,2025,85+,24.467,45.556,70.021
Tunisia,2026,18-24,598.741,564.714,1163.455
Tunisia,2026,25-34,859.113,854.525,1713.636
Tunisia,2026,35-44,898.397,966.479,1864.877
Tunisia,2026,45-54,786.439,841.516,1627.956
Tunisia,2026,55-64,633.292,677.991,1311.282
Tunisia,2026,65-74,420.662,466.18,886.841
Tunisia,2026,75-84,135.851,187.878,323.73
Tunisia,2026,85+,25.183,47.003,72.179
Uganda,2020,18-24,3232.521,3259.676,6492.199
Uganda,2020,25-34,3193.607,3252.037,6445.644
Uganda,2020,35-44,1782.43,1840.987,3623.417
Uganda,2020,45-54,1120.598,1201.7,2322.296
Uganda,2020,55-64,585.088,703.137,1288.228
Uganda,2020,65-74,265.765,355.9,621.666
Uganda,2020,75-84,82.166,134.862,217.027
Uganda,2020,85+,21.871,56.076,77.947
Uganda,2021,18-24,3342.276,3371.205,6713.48
Uganda,2021,25-34,3361.411,3421.995,6783.408
Uganda,2021,35-44,1873.363,1934.652,3808.015
Uganda,2021,45-54,1165.586,1246.494,2412.082
Uganda,2021,55-64,614.479,733.941,1348.423
Uganda,2021,65-74,279.446,376.637,656.085
Uganda,2021,75-84,85.029,138.384,223.41
Uganda,2021,85+,21.657,56.448,78.105
Uganda,2022,18-24,3443.793,3473.811,6917.604
Uganda,2022,25-34,3513.597,3576.031,7089.63
Uganda,2022,35-44,1969.497,2034.49,4003.984
Uganda,2022,45-54,1207.743,1289.113,2496.858
Uganda,2022,55-64,645.937,766.185,1412.12
Uganda,2022,65-74,293.128,396.919,690.045
Uganda,2022,75-84,88.82,143.311,232.13
Uganda,2022,85+,21.607,56.98,78.587
Uganda,2023,18-24,3535.077,3564.902,7099.979
Uganda,2023,25-34,3650.944,3714.872,7365.821
Uganda,2023,35-44,2069.565,2139.121,4208.685
Uganda,2023,45-54,1247.841,1330.233,2578.074
Uganda,2023,55-64,679.296,800.067,1479.36
Uganda,2023,65-74,306.389,416.303,722.691
Uganda,2023,75-84,93.81,150.279,244.09
Uganda,2023,85+,21.569,58.055,79.622
Uganda,2024,18-24,3615.159,3642.751,7257.904
Uganda,2024,25-34,3795.997,3860.35,7656.348
Uganda,2024,35-44,2183.06,2256.78,4439.839
Uganda,2024,45-54,1290.853,1374.227,2665.079
Uganda,2024,55-64,714.76,835.369,1550.128
Uganda,2024,65-74,318.939,434.068,753.01
Uganda,2024,75-84,100.654,159.962,260.617
Uganda,2024,85+,21.779,59.209,80.987
Uganda,2025,18-24,3682.875,3706.126,7389.002
Uganda,2025,25-34,3948.741,4012.359,7961.099
Uganda,2025,35-44,2311.258,2388.551,4699.81
Uganda,2025,45-54,1337.29,1421.598,2758.887
Uganda,2025,55-64,752.061,872.113,1624.174
Uganda,2025,65-74,331.842,450.862,782.702
Uganda,2025,75-84,108.188,171.63,279.818
Uganda,2025,85+,22.215,60.384,82.595
Uganda,2026,18-24,3750.294,3767.934,7518.228
Uganda,2026,25-34,4096.658,4159.468,8256.125
Uganda,2026,35-44,2447.768,2528.5,4976.267
Uganda,2026,45-54,1386.08,1471.782,2857.861
Uganda,2026,55-64,790.876,910.488,1701.364
Uganda,2026,65-74,346.207,468.337,814.544
Uganda,2026,75-84,115.391,183.974,299.366
Uganda,2026,85+,22.652,61.454,84.105
Ukraine,2020,18-24,1466.059,1393.097,2859.156
Ukraine,2020,25-34,3350.323,3193.681,6544.005
Ukraine,2020,35-44,3467.48,3470.693,6938.173
Ukraine,2020,45-54,2883.559,3215.579,6099.14
Ukraine,2020,55-64,2952.477,3589.125,6541.6
Ukraine,2020,65-74,1633.854,2715.829,4349.682
Ukraine,2020,75-84,740.671,1759.762,2500.431
Ukraine,2020,85+,175.593,612.933,788.523
Ukraine,2021,18-24,1426.543,1355.095,2781.638
Ukraine,2021,25-34,3194.187,3042.07,6236.256
Ukraine,2021,35-44,3526.142,3510.712,7036.855
Ukraine,2021,45-54,2864.332,3197.728,6062.059
Ukraine,2021,55-64,2946.277,3548.891,6495.172
Ukraine,2021,65-74,1709.033,2838.509,4547.542
Ukraine,2021,75-84,683.8,1667.968,2351.77
Ukraine,2021,85+,181.539,621.832,803.37
Ukraine,2022,18-24,1318.246,1253.229,2571.477
Ukraine,2022,25-34,2811.334,2678.326,5489.662
Ukraine,2022,35-44,3360.737,3333.739,6694.478
Ukraine,2022,45-54,2673.42,2992.116,5665.537
Ukraine,2022,55-64,2720.109,3252.596,5972.705
Ukraine,2022,65-74,1654.523,2729.86,4384.385
Ukraine,2022,75-84,619.015,1510.649,2129.664
